word,pos,confidence,source,example_szy,example_zh
ceng,,★☆☆,corpus_highfreq,"&quot;mukilimay tu liyung a padungiay ci Laya&quot; (kamu nu Inggu: Raya and Last Dragon, nu Sing-ka-pe-lu a pibelihan sa 《尋龍奇緣》[ya mikilimay tu layung kalalitemuhan], nu Hulam ya Ta-lu hananay pibelihan sa 《尋龍傳說》[mikilimay tiya layung a nakamuan sa], nu Siyang-kang a pibelihan sa 《魔龍王國》[nu di'tuay a liyung masahungtiay]), u masa nu aydaay 2021 mihcaan i Amilikaay manggay patalaway nipakucungan a kacudu, mamisaigaay a situngusay sa ya Hwa-te Ti-se-ni manggaay a nalimaan, u sakay nu Ti-se-niay ka",
chengzhi,,★☆☆,corpus_highfreq,tina ngangan sa namakay i Chengzhi Tabakiay Cacudadan,
chile,,★☆☆,corpus_highfreq,"Argentina, officially the Argentine Republic, is a federal republic in the southern portion of South America. Sharing the bulk of the Southern Cone with its neighbor Chile to the west, the country is also bordered by Bolivia and Paraguay to the north, Brazil to the northeast, Uruguay and the South Atlantic Ocean to the east, and the Drake Passage to the south. With a mainland area of 2,780,400 km&lt;sup&gt;2&lt;/sup&gt; (1,073,500 m&lt;sup&gt;2&lt;/sup&gt;), Argentina is the eighth-largest count",
china,,★☆☆,corpus_highfreq,"1997 a mihcaan pitu a bulad cacay a demiad, Hong Kong a sakuwan u UK ku pabeliay tu Cung-huw a tademaw masakaputay kapulungan a kanatal, patizeng tu Hong Kong micidekay pikawawan a kakitizaan, mikawaw mikuwan tu Hong Kong a tademaw, icelang ku nisakaku, uyza dada' u mipuputay tu kanatal, mikawaway tu hekal a kawaw u China cung-yang cenhu ku mikuwany.",
chinese,,★☆☆,corpus_highfreq,"1941 a mihcaan sabaw tusa a bulad walu a demiad, “Asia (Ya-cou 亞洲) a demiad” Japan misamamaw midebung tu Cen-cu-kang (珍珠港), uyzaay tu a demiad micumud tu Hong Kong, Hong Kong malulud tu waliyu (太平洋) a ngangayaw, masasepaway a kanatal misuayaw tu Japan a mangangayaw. Hong Kong malingatu tu mitena’ mipuput a ngangawaw, UK (英國) a hitay atu Chinese (Cou-kouay 中國的) a tademaw UK (英國) a hitay, katukuh i Hong Kong mipadang tu Canada a hitay atu adidi’ay a hitay nu In-tu, atu hitay nu Li-pun madademec ma",
chun,,★☆☆,corpus_highfreq,"2012 a mihcan, Kalingku Fuli siang Fennan chun makaala",
cia,,★☆☆,corpus_highfreq,* CIA [http://www.cia.gov/] * 外交部 [http://www.mofa.gov.tw/default.html] * List of current heads of state and government [https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government] *阿什拉夫·甘尼·艾哈邁德扎伊 [https://zh.wikipedia.org/wiki/%E9%98%BF%E4%BB%80%E6%8B%89%E5%A4%AB%C2%B7%E5%8A%A0%E5%B0%BC%C2%B7%E8%89%BE%E5%93%88%E8%BF%88%E5%BE%B7%E6%89%8E%E4%BC%8A] *Ashraf Ghani Ahmadzai [https://en.wikipedia.org/wiki/Ashraf_Ghani] * 阿富汗 [https://zh.wikipedia.org/wiki/%E9%98%BF%E5%AF%8C%E6%B1%97],
cidakay,,★☆☆,corpus_highfreq,"u Tayan(Tayal) a niyazu' kuyni, katuud ku Tayan a tademaw itini. u zuma a tademaw sa u Pangcah, u Yuwatan, u Taluku, inayi' tu ku zuma a cidakay itini mueneng.",
cie,,★☆☆,corpus_highfreq,"1996 mihcaan sabaw tusa a bulad, cu-cu’-yen aci Saw-lin-se ci Ta-lin pakasinganganen tu sakasepat nu kitakid angangan nu wenu midiputay a kakulian. 1997 mihcaan, He-nan Saw-lin-se kusi tawya patideng, mikilim tu sakay lin-he-kuo kitakid namaka babalakiay a nikasinganganan. mangalay papataduan misangan tu sapisangan a kalisiw, kinapina misinsi, sadikuday itida tu i 2010 mihcaan wal bulad cacy demiad saka 34 cie kitakid liwan namaka babalakiay maadih nu lin-he-lu wenciaw kapulungn mahangen, pahiya",
ciit,,★☆☆,corpus_highfreq,"anu ikesaca, i sadingsingan a puu’an lingatuen aca misait atu sakapahen kuni pisait, sadingsing hantu hamaw han amisakapah amisait, nu tanayuay a ciit saapuyuen kunipisait, misait tu nacilekayan, mabadiay a ciit, numa tatuntunduhay a ciit, kasienawan han mulangaw tu ciit, kya ciit nida masilut, idaw ku icelang, sacay ka badi’nu langawan.",
cilalneng,,★☆☆,corpus_highfreq,,
cin,,★☆☆,corpus_highfreq,"Cin-men sumamaxd a kamu “U-cow” han, Layal zku pilungad malingatu i Cin ziday, Cung-yen ku katuuday, milaliway nu nanmi katukuh i U-coway izaw ku Su, Cen, U, Cay, Li, Yen enem a nganganan, Cin-men a tademaw, tatenga’ namakayni malingatu.",
cing,,★☆☆,corpus_highfreq,"Heng-chung-saing-ze: “Kung-si 10 a mihecaan, Tin-yin-sun ziang cing a patizeng tu papazenan. tu ukak a luma’, i amis 70 kung-li Nann-se-hu.” nu patahekal paheci azihan sa: hung-sia makelal, mabadi tu, u sapipatadas a kawaw yadah ku. lacusay a kawaw. mitapal sa, hung-mu atu pikuwanay miedap tu mikuwanay, masasimaw tu niyazu’ay sa, tatenga sa u tizaay a nina’ mahiza tu nu ayaway, sumaden ku nu niyazuay a padutus a key-zay sa, caay kapasumad tu Da-kuy-ung-ceng a tatudungan. sisa ngayaw nu zikuzan s",
cinida,,★☆☆,corpus_highfreq,"""namin caliw cinida tu sadaduy ititaan sapidaduy nida tu kim a kalisiwan! sakamu sa cinida hacica satu hakiya ku kilisiw nuheni?!""",
cinidaan,,★☆☆,corpus_highfreq,"( Kuty-liya atu ci Li-el-wan ), Yehan-ciel- pute nikulitan ( 1873 ) 「寇蒂莉亞與李爾王」，約翰·吉爾伯特繪（1873） balakibalaki tu ci Li-el-wan sibalucu' tu a pahanhan, a sipadutuc tiya tuluay a tataynaan a limecedan tu mamukeliday tu kanatal mikuwan, sikamu a sipabelien ku saahebalay nu tukus kuya sanamuhay cinidaan a tademaw. ya ci Kaw-na-liel, liken kakilukilul sa pacedang tu pisangaayan, midademec ku elmu' aku sa tu nikademecan i kitakitay nu tuudtuud.",
cinizaan,,★☆☆,corpus_highfreq,"""pauzipay tu malabadesay a iyung"" (A-me-lika a kamu: The Rescuers), u cacay nu How-te-ti-s-ni i 1977 a mihcaan nisang'an ni patahkal tu nu manga a igaan. nisumadan tu makay Ma-cye-li sya-pu a ""pauzipay tu malabadesay a iyung"" atu ""Pi-an-ka a limecedan"". u patahkalan cinizaan a demiad a iga i 1977 a mihcaan 6 a bulad 22 a demiad (u Sya-kang malecad tu a mihcaan tu 12 a bulad 22 a demiad a paiga). u saka 23 a igaan u micidekay ku kapah tanayu'ay a manga nu How-te-ti-s-ni.",
ciw,,★☆☆,corpus_highfreq,"Kung-ciw “nuayawan nu 551 a mihca 9 ay a bulad 28 a demiad , nu ayawaw nu 479 a mihcaan 4a bulad 11 a demiad u ngangan ce, tatangahan kung ngangan ciw sulit cungni, nudukudan atademaw pangangan han kung-ce atu kungbabalaki, nilecuhan i 魯國邑, kakawsan sa 宋國 kakitaan, nu misiwbayay nu kakawsan , nay 東周春秋 nu dikuda tu u 魯國 nu sapalangaw atu 哲學家, nay魯國 malasakakaay nu talakaway, miliyas cunida tu魯國 hidasatu tatacuwa sabaw tu sepat a mihcaan, sadikuday sa ci魯哀公 patayni nida pataluma i 魯國, pangangan ha",
ciwidiyan,,★☆☆,corpus_highfreq,"i kaliking sohong sapicumud i ci widiyan, sabawcacay ku bangu a dadan, namakaamis tayda i timus ikawanan nu dadan, iayaw nu ciwidiyan a cacudadan, idaw kuni patideng tu salisinan sabatu sapikining tu pituway a tumuk.",
ciwlu,,★☆☆,corpus_highfreq,"1000 a mihcaan Hungary(匈牙利) a Hungti ci Istvan Urbanyi cacay a lasubu a mihcaan i Hungary (匈牙利) palekal tu kelistukiw mala ku-cyaw, satu pakala tu nu kiwkay a nipacakat mala u saayaway a Hungti nu Hungary(匈牙利), patizeng satu Hungary(匈牙利) a Hungti a kanatal. kasumamadan u laylay malecad tu Bolan atu Bohemian makakayat tu, namahiza namapalilid nu ciwlu atu u kasenengan a Roman Empire a Hungti.",
ciy,,★☆☆,corpus_highfreq,"Ciyan-tang-ciyng, kasumamad a ngangan sa u Ce-ciyang, Zan-ciyng, Ce-he, u dama sa u Ce-ciyang, Ce-ciyang, Lul-sa-ciyang, u satabakiyay a talawadaw nu Cung-kul Ce-ciyang-sen，u tatangahan sa i anhuyse hungsan，nisilsil micaliway i anhuy、ceciyangse 、u tadayu ninatalawadaw sa 688 kiloan u ahebal a nikaydan sa 5、56 mang pinfang kiloan u kitidan。cacay a mihcan kunisilsil nu nanum sa 442,5ik lifangkongce，u nisuped tu icelang ni nananu sa472mang ciy wate. u lenu nina ciy tang ciyang singangan tu &quot; u",
ciya,,★☆☆,corpus_highfreq,ci siyawci atu ci ciya taluma’ aca i nilecuhan ci siyaw-cian sibutingay a subal .小傑與奇犽回到小傑生長的故鄉──鯨魚島。nadikuda ni mi-te a sinawiyna ya nisubwlid nu wama ni siyawci ci cin-hu-li ya haku sipabi ci siyawcian 而後米特阿姨把小傑父親金‧富力士所留下的小箱子交給小傑。matineng ci siyawci “u makasicay a subal alaw han idaw tu 小傑從而得知「貪婪之島」（G.I）的存在。,
ciyang,,★☆☆,corpus_highfreq,"Ciyan-tang-ciyng, kasumamad a ngangan sa u Ce-ciyang, Zan-ciyng, Ce-he, u dama sa u Ce-ciyang, Ce-ciyang, Lul-sa-ciyang, u satabakiyay a talawadaw nu Cung-kul Ce-ciyang-sen，u tatangahan sa i anhuyse hungsan，nisilsil micaliway i anhuy、ceciyangse 、u tadayu ninatalawadaw sa 688 kiloan u ahebal a nikaydan sa 5、56 mang pinfang kiloan u kitidan。cacay a mihcan kunisilsil nu nanum sa 442,5ik lifangkongce，u nisuped tu icelang ni nananu sa472mang ciy wate. u lenu nina ciy tang ciyang singangan tu &quot; u",
ciyaw,,★☆☆,corpus_highfreq,"1963mihcan, wolong hidasan a sadiput a kenus mapatideng, u ahebal sa tusa aemang akubu. 1975 mihcan, micaliway tu kouyen anipihang, u ahebal macunus makatukuh tu tusa abatan aemang akubu,mala nu kanatalay a hidasan a sadiput akenis. 1980mihcan,sadiput akenis micumud i liyenheko ciyaw keun cuce「tamdaw atu senuciyen」sadiput akenis asalil,atu kitakitay yesen senu cicinhuy maaedap patideng tunu congkuw sadiput tu tasiyungmaw a kakingkyuwan.1983mihcan i tuluway abulad,musimsi tu uwolong hidasan a sad",
cm,,★☆☆,corpus_highfreq,"90 cm ku tanayu’, tungusasy salengacay a badikuwang u satabakiay, salengacay, kasiwawaan i kulul izaw ku banuh, lumeni’ ku kuku’ lumeni’ ku padahaw, i padahaw silandaway anucaay sumanahay a kulit, adidi’ tayayu’ ku sangutuc, kasiwawaan hamin anucaay u zuma malalumeni’ ku kulit, kasiwawaan i kasabeleng nu dibu alaawaw sa kusini.",
co,,★☆☆,corpus_highfreq,"Bunun Pakaun Ikit, Sakizaya adidem, Tau Tanyod, Co Karu 'Usum, Piyuma Talriyuz, Amis A De Dm, Paywan 'Lesu, Lukay Taliyudru.",
cong,,★☆☆,corpus_highfreq,"Song Hui Qiyaw(1981.11.22), tatayna, u palaway nu Korea. natahkal ciniza i 1996 a mihca. namipalaw tu tilibi atu iga. sangulan ku bihid, nasikawaw tu motul. 2017.7.5 macawa tu, u acawama niza sa ci Song Cong Ci, u palaway tu.",
congfen,,★☆☆,corpus_highfreq,"ayda nuni kilukan satabakiay nu bau han sa maudip i Gu-xin-si a Titan a tabakiay nu bauan, tanayu han makaala tu sabaw tu tulu a congsyy ku tanayu’, malaba’tu satu katepaan a mihcaan han i tusa a malebut idaw ku siwa a mihcaan, ayda han saadidiay nu bauan han u Karasi a bauan, tanayu’ han cacay a bataan a congfen nan.",
congo,,★☆☆,corpus_highfreq,"1483 a mihcaan sa, ya ci Diogo (迪奧戈) sikataluma’ tu i Angola (安哥拉), niladayan nida patayda i Portugal (葡萄牙) amin ya tubanag a min, malaladay tu katukuh tu i Angola (安哥拉). i mahida sa ci Tiauke namalalacal tu ya hungty nu Congo (剛果), sikayda satu kinaulan ku masatademaw sisa malacabay satu, kyu ya hungty nu ya Congo (剛果) miucul tu caculculan nu kanatalay, sikatenes a mueneng i Portugal (葡萄牙) ya Lisbon (里斯本) hananay a tuse. 1491 a mihcaan, udumaay a masakaputay pabalungaay sa sikalecad tu micumud ",
congtung,,★☆☆,corpus_highfreq,"makay 1992 a mihcaan, Bow-mung-te-cow i pisingkiwan tu congtung paina tu min-cu-tang nu misingkiw tu cong-tng, ayaw, caay ku 1964 a mihcaan tungusay tu binawlan a ulic makaawas tu tawyaay a mihcaad dada’, uyni a cow pasayza i kung-he-tang. zuma, Bow-mung-te malecad atu Sin-han-pu-sya-cow, cow-cang atu sakatusa a cow-cang paytusa a mihcaan kinacacay misingkiw ‘caay ku sepat a mihcaan”.",
cou,,★☆☆,corpus_highfreq,"1:nilaculan atu kakanan nu Cou nu tuas anika uzip atu nupakalisuway nika uzip izaw ku ni ""kalukan, miadup, mibuting atu misupet tu canacana"" nu tademaw, maluk tu hapay tipus, uzupa', tali, unian kukakanan nu Cou a binacadan.",
cow,,★☆☆,corpus_highfreq,"2000 a mihcaan Bow-mung-te-cow iza ku 608.827 ku muenenngan nu tademaw. cow cen-bu nu Mung-te-pey-li-al, u satabakiay a tukay nu Pow-lin-tun. Bow-mung-te-cow sa u saadidi’ay a cow nu Ameylika. Pakala tu 96.8% pasentu ku salengacay a atademaw, o.5% pasetu ku lumeni’ay a tademaw, 0.4% santu ku In-tian, 0.9% pasentu ku Ya-cow a tademaw. duduc tu 1997 a mihcaan pulung tu piasip pakala tu 9.7% pasentu ku tademaw pakuyuc mapades ku nikauzip.",
croatia,,★☆☆,corpus_highfreq,"San Marinose (聖馬利諾斯) San Marino [聖馬利諾]) atu nida a tenes nu cabay ci Li-Aw (里奧) miliyas tu aydaay a Croatia (克羅埃西亞) a Lapu subal (拉布島), u mituktukay tu ba’tu a kawaw ku sakatayda i Limini (里米尼).",
cu,,★☆☆,corpus_highfreq,"""cay kahademhem cu naku pakangelu' takuwan, kiyu cay katineng kaku tu ngelu', cay katineng kaku tu ngelu', nika mapatay nu ngelu' kaku nikaudipan.",
cuda,,★☆☆,corpus_highfreq,"1517 amihcaan, ci lute i witepaw a kiwkay nu panan paduhepi tu “pakayni sapicakay tu cumi a paya sakasasakamu” “itawya siwa idaw ku lima a ulic nu cusa”, masassakamu tu nika laecus nu kiwkay a kakawaw, otawya i 1520 qmihcaan atu 1521 makai tu ci ciywacungan liang sakacacay a bataan atu sensenluma a tapang sakalima milunguc papiseputu tu cacanan a cuda apanutek.",
cudadan,,★☆☆,corpus_highfreq,"1350 a mihcaan Po-cya-ciw atu misulitay tu cudad masasutineng ci Pi-te-la-kean, sakatusa a mihcaan, mapatudud ciniza papitakus tu mapaydangay ci Pi-te-la-ke taluma’ i Bow-low-lun-s mitelung matatengil tu migingkuway. namahini, uyni tatusaay u sitengay a tademaw sibalucu’ay tu nu tademawan. patizeng tu kasasungaay a malacabay. ci Pow-cya-ciw sabalucu’ sa migingkiw tu kasumamadanay a misulit tu cudad, mala u mutesekay ku tineng tu nu sibalucu’ay tu nu tademawan, pabelin tu ciniza tu nisulitan ni H",
cumudan,,★☆☆,corpus_highfreq,"1972 a mihcaan Ma-na-kwa muliyaw cumudan nu tabakiay a ninel, macaliway ku cacay emang ku mapatayay a tademaw, uyni a ninel atu 1980 a mihcaan labu nu kanganganyaw pihaceng kapeci’ ku kalahad nu tukay, katukuh 1990 a mihcaan tu teban malingatu palekal. imahini Ma-na-kwa mahiza u angangan a kezay nu Ni-cya-la-kwa.",
cun,,★☆☆,corpus_highfreq,"2016 amihcaan, cung-huwa-zen-min-kung-he-ku pacakatay atu misumaday a wiy-yun-huy u yin-nan pu-ta-cu a kanatal aaidangan malunu kanatal tu kumikuwanay a mamitanam , u tatanaman sa pasu ciyan-tang a tukay, lu-ci a niyadu’ , k-can a niyadu’ atu pi-ta a bayu’ nu celak sanay a sasikulan nu kitidaan, pasu nu tu-hu mi-li-tang, luy-zung- cun zu-ni-cun, nan-paw-ku a sulsuldaan nu nikitidaan nisubalid , u tatanaman a ahebal sa 602.1 cubu nu kuli.",
cung,,★☆☆,corpus_highfreq,"1345—1378 amihcaan, nay ci cali saka lulu ku mikuwanay itawya sa, pulake mala u kasenegan nu matiku atu pusi-miya a kanatal nu kitidaan, yu mahida u kasenegan I tawya, misanga tu cung u tu sayaway a tabakiay a cacudadan u cali tasiy han.",
cungtung,,★☆☆,corpus_highfreq,"(Argentina amana sikaangic i takuwanan) (nu Amuhuwanay a kamu: Don't Cry for Me Argentina"", na u Amuhuwanay a tataynaan a mudadiway ci Mtan-na hananay iti 1996 a mihcaan sabaw tusa a bulad, nipakilulan a muliyaw mubelih a mudadiw, u sakay nu sinisaigaanay a dadiw ya (Argentina amana sikaangic i takuwanan) sakay nu ilabuay a sakasitungus a dadiw, u pitudungan tu ya acawa nu cungtung ci Feilung a tademaw u duma a nipangangan sa ci Uyta (Evita) sakanu katenes a nikaudipan nu kungku.",
cunli,,★☆☆,corpus_highfreq,micakat a demiad sa i 2013 a mihca 10 bulad 2 demiad.u cunli nu Dominica,
cunus,,★☆☆,corpus_highfreq,"1240 a mihca 12 a bulad a Pa-tu midebung mahamin tu mapeci’ kuyni a tukay, Ci-pu malawpes t uku naayaway tu pinaay a seci nu nikaala malilid ku cen-ce, Sa-hwang a aenengan zikuz namalimad tayza i Mu-si-ke makutay Low-s a tademaw. cunus zikuz icelangay a kanatal a mulekal, miliyaw ku itiniay mala kuyni tabakiay a kanatal nu lilisay a muliyaw tu kitizaan “Li-taw-wan a tabakiay a kanatal, Pow-lan Li-taw-wan malacabay, E-low-s hungti a Kanata”",
cuo,,★☆☆,corpus_highfreq,"Muo-si-ke-cen “ Si-pan-ya kamu : Ciudad de México ngalngal nu Si-pan-ya : [sjuˈða(ð) ðe ˈmexiko] （ⓘ）,sukudan misulit u “CDMX”, u Muo-si-ke kapulungan a tukay nu cen-ce, kizay, lalangawan nu hitidaay a kitidaan nu tatelungan, i kitakit nu satabakiay a tukayan. Muo-si-ke-cen i teban nu kakitidaan a talakaway nu teban, atu liwliw nu wuy-sin macimacian saan nuw Muo-si-ke-lin-pan picidekan a kitidaan. sin-cen atu nu duma a kanatal tu tulu a bataan idaw ku cacay nu cuo masulecad nika i sin-ce han u nu",
cuw,,★☆☆,corpus_highfreq,"i Aw-cow u zuma a kakitizaan, “ mahiniay Pe-lin a lala’ atu Si-aw” u pala u kakuwanan han aadupan “declared plants”.iAw- cuw Kun-s-lan pala u kakuwana n han aadupan.i Nay-ci-li-ya, mahiniay Pe-lin a lala SAI-si-al, muw-li-si-s atu Tung-ya a kakitizaan u midebungay nu aadupan.",
cuwacuwa,,★☆☆,corpus_highfreq,"""ci An-na Ka-liey-ni-na"" (kamu nu E-lo-se: Анна Каренина，nu Lo-ma kasadit: An-na Karenina), u nu E-lo-seay misulitay tukungku a tademaw ci Lye-hu To-el-se-tay naiti 1874 a mihcaan sikatukuh i 1877 a mihcaan nipabaluhayan pisulit a kungku, sipadayda i cuwacuwa tu a palatlatan nu mimelaway, sinitapalan tu nu katuuday masaheciay nu mitesakay nu patademaway a nisulitan sa.",
cuwacuwaay,,★☆☆,corpus_highfreq,"1746 a mihcaan, li-ma kinacacay aca makalikeluh tu tabakiay a ninel, mamin maluyuh ku cuwacuwaay a nisangaan tu luma’mahida nibatungan tu lacu kapusiy, pasminatu ka-ya-e hananay a minatu, pacici han t uku sakakaay cu he-si.an-tung-niaw.mansu.te.wiy-la-se “ kamunu sipanya; José Antonio Manso de Velasco”sakabilil han patideng tu nikaluyuhan nu ninel a misakapah tu kawaw sa.",
cuwen,,★☆☆,corpus_highfreq,"Changbin (長濱鄉) mala 6 a cuwen atu 15 ku niyazu’. kina 15 a niyazu’sa, Mornos（永福部落）, Tapowaray / Saranawan（大俱來部落）, Ciwkangan（長光(石坑)部落）, Makrahay（真柄部落）, Cidatayay（烏石鼻部落）, Ta´man（膽曼部落）, Polo't（大峰峰部落）, Pakara'ac（巴卡拉阿茲部落）, Pasongan（八桑安部落）, Kolado't（樟原部落）, Carapongay（堺橋部落）, Sadipongan（三間屋部落）, Nadan（南溪布農部落）, Cikadaan（南溪阿美部落）, Kinanoka（僅那鹿角部落）.",
cuy,,★☆☆,corpus_highfreq,"sakatulu nu""lung-zay-su-bi"" ni Hung-may, ""u iamisay manamuh tu suni nu ak'ak kaiy sa tu cuy a ngiha, uitimulay sa macukas.",
cya,,★☆☆,corpus_highfreq,"balas kazizeng, pangangan han tu suwa taw cya han, Cong-kow-talu ca-se kazizeng han, u kay-tau tuud kazizeng han, angangan u sapiculu’ tu balas atu kanaayan a zaylyaw nu sakakawawan, u sapiculu’ tu sikitang, ba’tu.",
cyaw,,★☆☆,corpus_highfreq,"A-lin u Yi-se-lan ku kasikanan a lalangawan, atu duma nu A-la-puo kanatal u masacabayay, itidaay a sihu atu A-pu-ta-pi lalangawan makakabung, misaicelang midiput tu laylay a nalimaan atu lalangawan. A-lin u Yi-se-lin cyaw a kanatal, syakay nika udip atu kanatal malalitin, tawya atu kanatal lalangawan masasual, sihun nu cancanan a sapilaylay tu udipan itida i A-lin u sakanamuhan nu binawlan, itida i A-lin taneng makaadih tu sakacacayan nu singanganay nu masasetsetay nu kadideng atu luo-tu i kacac",
cye,,★☆☆,corpus_highfreq,"""adidi’ay mubahelay a tademaw ci Pi-te Pan"" (A-me-li-ka: Peter pan) u cacay a igaan tu 2003 a mihcaan nu Haw-lay-u u micidekay katalawan a kawaw a iga, ci P. J. How-ken ku pasubana’ay. miigiay a tademaw pasu ci Cye-luy san-te, Cye-sen-ay-say-ke, Loy-ciw Ha-u-te, atu ci Lu-te-wen Say-ni-ye a tademawan. uyni a iga u mikilulay tu J. M. Pa-li a kungkuan “Pi-te Pan” nisumadan misang, musakamuay cayay ka balakiay adii’ay mubahelal Pi-te Pan, atu adidi’ay Syen-ce Tin-tang matenes i nu sinpiay a subalan",
czechia,,★☆☆,corpus_highfreq,"1918a mihcaan pahezek tu saayaway ngangayaw nu kitakit,，Ao-suong-di-kuo mawatwat(瓦解), nauyaan u Ao-sung a sakaput(一部份) tu Czechia捷克 mala u misatekeday tu a kanatal, u namasungaayay ku kacacayad tu atu Se-lu-ba-ke i 1918 a mihcaan cacay bataan a bulad tusa bataan izaw ku pitu a demiad papulung(合併) han Czechia mala u Czechia-se-lu-ba-ce(捷克斯洛伐克) . masakaputay kapulungan a kanatal(共和國).",
da,,★☆☆,corpus_highfreq,"1567amihca 10 a bulad 14 a demiad , mala “desembargador da casa docível” ahican naca miliyas i kepula tayda i liseepun.",
dada,,★☆☆,corpus_highfreq,"2004 a mihcaan 12 a bulad 17 a demiad, ina Bhutan a cenhu pabinawlan maypulu tu kanatalay a tademaw lacus tu a mitabaku sa a pahulic, uyni sa u nu kitakitay malasayaway a sihulic mamipulu tu sakay nu tabakuay a kawaw. mipulu tu binawlan lacus a mitabaku i kapulunga a kakitidaan, lacus tu a iti hekalay a mitabaku. i puenengan sa caay pisulul a pacakay tu dumadumaay a tabaku, anu idaw kupacukasay sa a mabaking tu 225 nu Amuhuwanay a kalisiw, anu kinapinaan a madakep tu nipacakay sa a mapacebis ku ",
dada',,★☆☆,corpus_highfreq,# sibakici 帶水桶 / sibakici kaku midadum. # sibakiciay 帶水桶的 / ciniza dada' ku sibakiciay.thumb|Balde,
dadadiwan,,★☆☆,corpus_highfreq,"""i sulesuledaan nikalalikeluhan""sikademecan kaala tu 86 a ngatuan ya Awseka hananay masakimay nu sakapahay kasaungayan satanatuay a kacudu atu sa sakapahay nu udipay tu a dadiw (tatungusan a datuk “Let it Go”) iti 71 a kaydung nu kitakitay a lali kasakiman nu kawlah u sakapahay a musaungayay a kacudu, iti 67 a kaydung nu Inggu a kanatal i talakaway a cacudadan a kacudu, iti 41 a kaydung ya Anni hananay a nipakawlahan (pasu ya saungayan a kacudu sa), iti 57 a kaydung ya Kelaymye hananay a nipakaw",
dadan,,★☆☆,corpus_highfreq,"1820 a mihcaan , sayaway a u cacayay a dadan nu silamalay a tipid numahida naw ci yi-huwan. Ayl-ma-nu-hu i e-luse a misanga .",
dadanan,,★☆☆,corpus_highfreq,"2015 a mihca sepaday a bulad sabaw walu a demiad, cin-ci-pu kul-ci-maw-yi papipadan tu Cung-huw-min-kul(中華民國) tu hekalay a maw-yi-fa-can-siy-huy(貿易發展協會) “way-maw-siy-huy(外貿協會)” mikawaway tu “2015 a mihca u sin-Pei-O u micuduhat a milacuk tu kawaw sa “atu tulu a bataan idaw ku enem nu pikawawan tayda i Er-lul-si-sen-pi-te-paw(俄羅斯聖彼得堡), Hung-lan(芬蘭), Ay-sa-ni-ya(愛沙尼亞), Ri-tiyan(瑞典) atu Po-lan(波蘭) kina kanatalan milihida tu sapatiyan, kina mapulungay kanca u Taywanay tu ku nanu tayda i Pai-o(北歐) a ",
dadipasan,,★☆☆,corpus_highfreq,"# satipan u diheb laed nu tusaay a buyu', pasu 2841 m u satalakaway a buyu' nu binacadan i tebal nu satip atu timul siye-he-san (謝赫山) # teban nu satip atu amis mililis tu ti-cung-hay (地中海) a enal 1831 km ku lalaya nu dadipasan u cayay ka adihay nu silutukay a sela. # sawalian u makalalumaay talakaway a lala'. # teban nu wali atu timu u bunabunakan nu si-li-ya (敘利亞)",
dan,,★☆☆,corpus_highfreq,"Danmark (Danmark) cacay ku tatangahan a sulid, sangalepan u Danmark, tademaw nu Danmark atu pakumud tu Danmark a pasacacay tu masahungtiay a nika tademec tu sakay itini nu apet, a nika tademec masaupu i Danmark a kamu nu sulit nu taayawan Dan, kanca mitudu pangangan u Dan han nu Zi-Er-Man (日耳曼, German) a niyadu' ya sapangangan u Dan han a hungti (皇帝), atu nu dikudan a sulit u mark han tatenga siimiay kuyni. siidaway nu cudad tu aadihan atu nu i tebatebanay a si-ji (cung-se-ci, 中世紀) nu misulitay ",
dang,,★☆☆,corpus_highfreq,"JoJo a mahicaay nu mitahaway sakamusa tu Ing-kuo siidaay a luma’ ci Ciaw-se-ta luma’an atu la’cusan a micuhcuhay tui dang ci Di-aw. Pu-lan-tu’ aci nikudanay a ilucan ci Ciaw-na-sen. Ciaw-se-ta ina tatusaay tu hatiniay nu lasubuan a tenes a nikalalebuan. ayda han tu mahedek tu ku waluay a mahedekay nu cudadan, u cuciaw cudad atu kakungkuan nu sakaytini i budayan caay namin kalecad. u cuciaw ci “ Ciaw Ciaw” ku sapangangan, sakalima a cuciaw amica ku malaDipunay, nika itini i I’-ta-li a maudip, nik",
danmark,,★☆☆,corpus_highfreq,"1530 nu mihecaan sa, s-sen-ti-na-wiy-ya a kakididaan mabawbaw tu pu-ci a makakuwang, nu nadikudan u kiwkay tu ku misangaay misumad tina itiniay a kakididaan, nasaansa Danmark a kitaki paliyun han tu u lu-te- cun.",
dao,,★☆☆,corpus_highfreq,"1703 a mihcaan Bing-dao mikawaw tu saayaway a pikisa tu hu-ku-mibu, itawyaay 50358 ku tademaw, katukuh 1801 a mihcaan maselep tu 47240. kasumamadan tu 19 a mihcaan izaw tu ku nikacunus nu tademaw, 1901 a mihcaan macunus tu 78470. kasumamadan tu 20 a mihcaan tu nikalingatu cin-ci kalamkam a macakat u tademaw malecad bahal sa macunus ku tademaw, 1940 a mihcaan katuku tu 121474. i sakatusa nu kitakit ngangayawana atu malingatu zikuzan nu ngangayaw, kalamkam a macakat kapah ku nikauzip nu tademaw, u",
